@relation avro
@attribute LOC numeric
@attribute LOC_TOUCHED numeric
@attribute CHURN numeric
@attribute AVERAGE_LOC_ADDED numeric
@attribute MAX_LOC_ADDED numeric
@attribute AVERAGE_CHURN numeric
@attribute MAX_CHURN numeric
@attribute NR numeric
@attribute AGE numeric
@attribute N_FIX numeric
@attribute Buggy {true,false}
@data
79,-22,22,0,0,0,0,1,1.0,0,false
28,0,0,0,0,0,0,1,1.0,0,false
309,28,158,0,0,-1,-1,3,1.0,2,true
94,29,27,0,0,0,0,1,1.0,0,true
45,-2,6,0,0,0,0,1,1.0,0,true
39,4,4,0,0,0,0,1,1.0,0,false
40,0,0,0,0,0,0,0,1.0,0,true
28,0,0,0,0,0,0,0,1.0,0,false
27,0,0,0,0,0,0,0,1.0,0,false
71,0,0,0,0,0,0,0,1.0,0,true
80,0,0,0,0,0,0,1,1.0,0,false
40,0,0,0,0,0,0,1,1.0,0,true
87,0,0,0,0,0,0,0,1.0,0,false
53,0,0,0,0,0,0,0,1.0,0,true
47,0,0,0,0,0,0,0,1.0,0,false
85,0,0,0,0,0,0,0,1.0,0,false
174,-2,2,0,0,0,0,1,1.0,0,false
139,0,0,0,0,0,0,0,1.0,0,false
110,110,110,0,0,0,0,1,1.0,0,false
225,3,5,0,0,0,0,1,1.0,0,true
141,0,0,0,0,0,0,1,1.0,0,true
234,58,58,0,0,-58,-58,2,1.0,1,false
39,39,39,0,0,0,0,1,1.0,0,false
98,98,98,0,0,0,0,1,1.0,0,false
42,42,42,0,0,0,0,1,1.0,0,false
192,0,0,0,0,0,0,1,1.0,0,false
42,0,0,0,0,0,0,0,1.0,0,false
41,41,41,0,0,0,0,1,1.0,0,false
39,0,0,0,0,0,0,0,1.0,0,true
45,0,0,0,0,0,0,0,1.0,0,false
175,8,8,0,0,-7,-7,3,1.0,1,false
46,0,0,0,0,0,0,0,1.0,0,false
144,11,-11,0,0,0,0,1,1.0,0,true
295,3,3,0,0,0,0,1,1.0,1,true
78,0,0,0,0,0,0,0,1.0,0,false
483,0,0,0,0,0,0,0,1.0,0,false
163,0,0,0,0,0,0,0,1.0,0,false
213,0,0,0,0,0,0,0,1.0,0,false
120,0,0,0,0,0,0,0,1.0,0,false
844,0,0,0,0,0,0,0,1.0,0,false
28,29,29,0,0,0,0,1,1.0,1,false
28,29,29,0,0,0,0,1,1.0,1,false
387,388,388,0,1,0,1,3,1.0,1,false
1087,1087,1087,1,1,-51,-43,7,1.0,3,false
25,26,26,0,0,0,0,1,1.0,1,false
50,50,50,2,4,17,19,4,1.0,1,false
76,76,76,0,0,-6,-6,2,1.0,1,false
38,38,38,1,1,-1,-1,3,1.0,1,false
168,169,169,16,30,17,36,3,1.0,1,false
267,268,268,8,15,-24,-7,6,1.0,2,false
374,374,374,6,10,-77,-49,6,1.0,1,false
145,145,145,4,6,4,5,5,1.0,1,false
85,85,85,0,0,0,0,1,1.0,1,false
64,64,64,6,6,16,17,5,1.0,1,false
36,37,37,0,0,0,0,1,1.0,1,false
36,37,37,0,0,0,0,1,1.0,1,false
36,37,37,0,0,0,0,1,1.0,1,false
26,27,27,0,0,0,0,1,1.0,1,false
491,491,491,4,4,6,8,6,1.0,4,false
354,355,355,104,141,112,152,5,1.0,2,false
196,197,197,1,1,1,1,3,1.0,2,false
24,24,24,0,0,0,0,1,1.0,1,false
27,27,27,4,4,5,5,2,1.0,2,false
55,56,56,0,0,0,0,1,1.0,1,true
54,55,55,0,0,0,0,1,1.0,1,true
26,26,26,0,0,0,0,1,1.0,2,false
187,187,187,14,15,14,15,3,1.0,1,false
983,983,983,47,49,-370,-362,4,1.0,1,false
252,253,253,0,0,2,2,2,1.0,2,false
620,621,621,1,1,2,2,2,1.0,2,false
37,38,38,0,0,0,0,1,1.0,1,false
35,36,36,0,0,0,0,1,1.0,1,false
286,287,287,0,0,-7,-7,2,1.0,1,false
232,232,232,0,0,0,0,1,1.0,1,false
203,203,203,0,0,0,0,1,1.0,1,false
270,271,271,0,0,0,0,1,1.0,1,false
425,426,426,0,0,-1,-1,6,1.0,2,false
244,245,245,0,0,6,6,6,1.0,3,false
74,75,75,0,0,0,0,1,1.0,1,false
69,70,70,0,0,0,0,1,1.0,1,false
228,229,229,2,4,24,33,11,1.0,2,false
231,232,232,0,0,-1,0,6,1.0,2,false
202,203,203,0,0,0,0,5,1.0,2,false
99,100,100,1,2,1,2,5,1.0,1,false
191,192,192,5,7,-3,14,6,1.0,2,false
447,448,448,4,8,61,112,10,1.0,3,true
95,96,96,0,0,0,0,6,1.0,2,false
549,550,550,11,15,-98,15,10,1.0,2,false
136,137,137,1,2,1,2,5,1.0,1,false
40,41,41,0,0,0,0,1,1.0,1,false
86,87,87,0,0,0,0,1,1.0,1,false
90,91,91,0,0,0,0,1,1.0,1,false
79,80,80,0,0,1,1,2,1.0,1,false
85,85,85,0,0,1,1,2,1.0,1,false
59,59,59,0,0,0,0,1,1.0,1,false
112,113,113,0,0,1,1,2,1.0,1,false
52,52,52,0,0,0,0,1,1.0,1,false
157,157,157,0,0,0,0,1,1.0,1,true
74,74,74,0,0,0,0,1,1.0,1,false
230,231,231,1,1,-1,-1,2,1.0,1,true
211,212,212,0,0,1,1,2,1.0,1,true
55,56,56,0,0,0,0,1,1.0,1,false
29,29,29,0,0,0,0,1,1.0,1,false
111,112,112,0,0,1,1,2,1.0,1,false
98,99,99,0,0,1,1,2,1.0,1,false
43,44,44,0,0,0,0,1,1.0,1,false
54,54,54,0,0,0,0,1,1.0,1,false
205,205,205,0,0,0,0,1,1.0,1,false
121,121,121,0,0,0,0,1,1.0,1,false
107,107,107,0,0,0,0,1,1.0,1,false
74,74,74,0,0,0,0,1,1.0,1,false
76,76,76,1,1,1,1,2,1.0,1,false
412,412,412,2,2,2,3,3,1.0,1,true
146,146,146,0,0,0,0,2,1.0,1,false
125,125,125,0,0,0,0,1,1.0,1,false
75,76,76,0,0,0,0,1,1.0,1,false
47,48,48,0,0,0,0,1,1.0,1,false
34,34,34,0,0,0,0,1,1.0,1,false
39,39,39,0,0,0,0,1,1.0,1,false
36,37,37,0,0,0,0,1,1.0,1,false
79,80,80,0,0,0,0,1,1.0,1,false
28,29,29,0,0,0,0,1,1.0,1,false
422,423,423,0,1,0,1,4,1.0,2,false
211,215,215,43,43,43,43,2,1.0,2,false
88,89,89,0,0,0,0,2,1.0,2,false
57,58,58,0,0,0,0,1,1.0,1,false
43,44,44,0,0,0,0,2,1.0,2,false
27,28,28,0,0,0,0,1,1.0,1,false
25,26,26,2,2,2,2,2,1.0,2,false
53,54,54,0,0,-5,-5,2,1.0,2,false
105,106,106,1,1,1,1,2,1.0,1,true
107,108,108,1,1,1,1,2,1.0,1,true
85,85,85,1,1,1,1,2,1.0,1,false
54,54,54,0,0,0,0,1,1.0,1,false
78,78,78,0,0,0,0,1,1.0,1,false
98,98,98,0,0,4,4,2,1.0,1,false
78,78,78,0,0,0,0,2,1.0,1,false
77,77,77,0,0,0,0,1,1.0,1,false
97,97,97,0,0,-8,0,3,1.0,1,false
176,176,176,2,2,28,28,2,1.0,1,false
123,123,123,3,3,23,23,2,1.0,1,false
51,51,51,0,0,0,0,2,1.0,1,false
71,71,71,0,0,-14,-14,2,1.0,1,false
92,92,92,0,0,-5,-5,2,1.0,1,true
32,32,32,0,0,0,0,1,1.0,1,false
51,51,51,0,0,0,0,1,1.0,1,false
47,47,47,0,0,0,0,1,1.0,1,false
85,85,85,0,0,0,0,1,1.0,1,false
177,177,177,0,0,0,0,1,1.0,1,false
141,141,141,0,0,0,0,2,1.0,1,false
115,115,115,0,0,0,0,1,1.0,1,false
240,240,240,0,0,0,0,1,1.0,1,false
240,240,240,3,7,-11,1,7,1.0,1,false
154,154,154,0,0,0,0,1,1.0,1,false
64,64,64,0,0,0,0,1,1.0,1,false
75,75,75,0,0,10,10,2,1.0,1,false
185,185,185,0,0,0,0,1,1.0,1,false
39,39,39,0,0,0,0,1,1.0,1,false
91,91,91,0,0,0,0,1,1.0,1,false
42,42,42,0,0,0,0,1,1.0,1,false
196,196,196,1,2,1,2,3,1.0,1,true
42,42,42,0,0,0,0,1,1.0,1,false
40,40,40,0,0,0,0,1,1.0,1,false
42,42,42,0,0,0,0,1,1.0,1,false
111,111,111,0,0,0,0,1,1.0,1,true
45,45,45,0,0,0,0,1,1.0,1,false
181,181,181,0,0,-6,-6,2,1.0,2,false
46,46,46,0,0,0,0,1,1.0,1,false
425,425,425,6,6,1,1,3,1.0,1,true
616,616,616,3,7,-105,4,7,1.0,3,false
58,58,58,0,0,0,0,1,1.0,1,false
157,157,157,0,0,0,0,2,1.0,2,false
72,72,72,0,0,-15,1,5,1.0,3,false
52,52,52,0,0,0,0,1,1.0,1,false
574,574,574,15,42,-85,52,10,1.0,2,false
402,402,402,2,2,-324,-324,2,1.0,1,false
475,475,475,0,0,0,0,2,1.0,1,false
160,160,160,3,3,3,3,2,1.0,1,false
55,55,55,0,0,-6,-6,2,1.0,2,false
211,211,211,1,1,0,0,2,1.0,1,true
170,170,170,1,8,-21,41,6,1.0,4,true
852,852,852,1,1,-1,0,3,1.0,2,false
93,93,93,0,0,0,0,1,1.0,1,false
64,64,64,0,0,0,0,1,1.0,1,false
35,35,35,0,0,0,0,1,1.0,1,false
103,103,103,0,0,0,0,1,1.0,1,false
94,94,94,0,0,0,0,1,1.0,1,false
180,180,180,0,0,0,0,2,1.0,1,false
80,80,80,0,0,0,0,1,1.0,1,false
241,241,241,0,0,0,0,1,1.0,1,false
41,41,41,0,0,0,0,1,1.0,2,false
205,205,205,0,0,-5,5,5,1.0,2,false
66,66,66,0,0,0,0,2,1.0,2,false
35,35,35,0,0,0,0,1,1.0,1,false
58,58,58,4,4,5,6,3,1.0,2,false
32,32,32,0,0,0,0,1,1.0,1,false
28,0,0,0,0,0,0,0,1.0,0,false
28,0,0,0,0,0,0,0,1.0,0,false
387,0,0,0,0,0,0,0,1.0,0,false
1087,0,0,0,0,0,0,0,1.0,0,false
25,0,0,0,0,0,0,0,1.0,0,false
50,0,0,0,0,0,0,0,1.0,0,false
76,0,0,0,0,0,0,0,1.0,0,false
38,0,0,0,0,0,0,0,1.0,0,false
168,0,0,0,0,0,0,0,1.0,0,false
268,1,1,0,0,0,0,1,1.0,0,false
374,0,0,0,0,0,0,0,1.0,0,false
145,0,0,0,0,0,0,0,1.0,0,false
85,0,0,0,0,0,0,0,1.0,0,false
64,0,0,0,0,0,0,0,1.0,0,false
36,0,0,0,0,0,0,0,1.0,0,false
36,0,0,0,0,0,0,0,1.0,0,false
36,0,0,0,0,0,0,0,1.0,0,false
26,0,0,0,0,0,0,0,1.0,0,false
491,0,0,0,0,0,0,0,1.0,0,false
354,0,0,0,0,0,0,0,1.0,0,false
196,0,0,0,0,0,0,0,1.0,0,false
24,0,0,0,0,0,0,0,1.0,0,false
27,0,0,0,0,0,0,0,1.0,0,false
69,14,14,0,0,0,0,1,1.0,1,false
56,2,2,0,0,0,0,1,1.0,1,false
26,0,0,0,0,0,0,0,1.0,0,false
187,0,0,0,0,0,0,0,1.0,0,false
983,0,0,0,0,0,0,0,1.0,0,false
252,0,0,0,0,0,0,0,1.0,0,false
620,0,0,0,0,0,0,0,1.0,0,false
37,0,0,0,0,0,0,0,1.0,0,false
35,0,0,0,0,0,0,0,1.0,0,false
286,0,0,0,0,0,0,0,1.0,0,false
232,0,0,0,0,0,0,0,1.0,0,false
203,0,0,0,0,0,0,0,1.0,0,false
270,0,0,0,0,0,0,0,1.0,0,false
425,0,0,0,0,0,0,0,1.0,0,false
244,0,0,0,0,0,0,0,1.0,0,false
74,0,0,0,0,0,0,0,1.0,0,false
69,0,0,0,0,0,0,0,1.0,0,false
228,0,0,0,0,0,0,0,1.0,0,false
231,0,0,0,0,0,0,0,1.0,0,false
202,0,0,0,0,0,0,0,1.0,0,false
99,0,0,0,0,0,0,0,1.0,0,false
191,0,0,0,0,0,0,0,1.0,0,false
447,0,0,0,0,0,0,0,1.0,0,true
95,0,0,0,0,0,0,0,1.0,0,false
549,0,0,0,0,0,0,0,1.0,0,false
136,0,0,0,0,0,0,0,1.0,0,false
40,0,0,0,0,0,0,0,1.0,0,false
86,0,0,0,0,0,0,0,1.0,0,false
90,0,0,0,0,0,0,0,1.0,0,false
79,0,0,0,0,0,0,0,1.0,0,false
85,0,0,0,0,0,0,0,1.0,0,false
59,0,0,0,0,0,0,0,1.0,0,false
112,0,0,0,0,0,0,0,1.0,0,false
52,0,0,0,0,0,0,0,1.0,0,false
157,0,0,0,0,0,0,1,1.0,1,false
74,0,0,0,0,0,0,0,1.0,0,false
230,0,0,0,0,0,0,1,1.0,1,false
206,1,-1,0,0,0,0,1,1.0,1,false
55,0,0,0,0,0,0,0,1.0,0,false
29,0,0,0,0,0,0,0,1.0,0,false
111,0,0,0,0,0,0,0,1.0,0,false
98,0,0,0,0,0,0,0,1.0,0,false
43,0,0,0,0,0,0,0,1.0,0,false
54,0,0,0,0,0,0,0,1.0,0,false
205,0,0,0,0,0,0,0,1.0,0,false
121,0,0,0,0,0,0,0,1.0,0,false
107,0,0,0,0,0,0,0,1.0,0,false
74,0,0,0,0,0,0,0,1.0,0,false
76,0,0,0,0,0,0,0,1.0,0,false
33,33,33,0,0,0,0,1,1.0,0,false
420,10,12,0,0,0,0,1,1.0,0,true
146,0,0,0,0,0,0,0,1.0,0,false
125,0,0,0,0,0,0,0,1.0,0,false
75,0,0,0,0,0,0,0,1.0,0,false
47,0,0,0,0,0,0,0,1.0,0,false
34,0,0,0,0,0,0,0,1.0,0,false
39,0,0,0,0,0,0,0,1.0,0,false
36,0,0,0,0,0,0,0,1.0,0,false
79,0,0,0,0,0,0,0,1.0,0,false
28,0,0,0,0,0,0,0,1.0,0,false
422,0,0,0,0,0,0,0,1.0,0,false
212,3,1,0,0,0,0,1,1.0,0,false
88,0,0,0,0,0,0,0,1.0,0,false
57,0,0,0,0,0,0,0,1.0,0,false
43,0,0,0,0,0,0,0,1.0,0,false
27,0,0,0,0,0,0,0,1.0,0,false
25,0,0,0,0,0,0,0,1.0,0,false
53,0,0,0,0,0,0,0,1.0,0,false
108,3,3,0,0,0,0,1,1.0,1,false
102,-3,3,0,0,0,0,1,1.0,1,false
85,0,0,0,0,0,0,0,1.0,0,false
54,0,0,0,0,0,0,0,1.0,0,false
78,0,0,0,0,0,0,0,1.0,0,false
98,0,0,0,0,0,0,0,1.0,0,false
78,0,0,0,0,0,0,0,1.0,0,false
77,0,0,0,0,0,0,0,1.0,0,false
97,0,0,0,0,0,0,0,1.0,0,false
176,0,0,0,0,0,0,0,1.0,0,false
123,0,0,0,0,0,0,0,1.0,0,false
51,0,0,0,0,0,0,0,1.0,0,false
71,0,0,0,0,0,0,0,1.0,0,false
94,2,2,0,0,0,0,1,1.0,1,false
32,0,0,0,0,0,0,0,1.0,0,false
51,0,0,0,0,0,0,0,1.0,0,false
47,0,0,0,0,0,0,0,1.0,0,false
85,0,0,0,0,0,0,0,1.0,0,false
177,0,0,0,0,0,0,0,1.0,0,false
141,0,0,0,0,0,0,0,1.0,0,false
22,22,22,0,0,0,0,1,1.0,1,false
115,0,0,0,0,0,0,0,1.0,0,false
240,0,0,0,0,0,0,0,1.0,0,false
240,0,0,0,0,0,0,0,1.0,0,false
154,0,0,0,0,0,0,0,1.0,0,false
64,0,0,0,0,0,0,0,1.0,0,false
75,0,0,0,0,0,0,0,1.0,0,false
185,0,0,0,0,0,0,0,1.0,0,false
39,0,0,0,0,0,0,0,1.0,0,false
91,0,0,0,0,0,0,0,1.0,0,false
42,0,0,0,0,0,0,0,1.0,0,false
195,1,-1,0,0,0,0,1,1.0,1,false
42,0,0,0,0,0,0,0,1.0,0,false
40,0,0,0,0,0,0,0,1.0,0,false
42,0,0,0,0,0,0,0,1.0,0,false
123,16,12,0,0,0,0,1,1.0,1,true
45,0,0,0,0,0,0,0,1.0,0,false
181,0,0,0,0,0,0,0,1.0,0,false
46,0,0,0,0,0,0,0,1.0,0,false
477,52,52,0,0,0,0,1,1.0,0,true
616,0,0,0,0,0,0,0,1.0,0,false
58,0,0,0,0,0,0,0,1.0,0,false
157,0,0,0,0,0,0,0,1.0,0,false
72,0,0,0,0,0,0,0,1.0,0,false
52,0,0,0,0,0,0,0,1.0,0,false
574,0,0,0,0,0,0,0,1.0,0,false
402,0,0,0,0,0,0,0,1.0,0,false
475,0,0,0,0,0,0,0,1.0,0,false
