@relation avro
@attribute LOC numeric
@attribute LOC_TOUCHED numeric
@attribute CHURN numeric
@attribute AVERAGE_LOC_ADDED numeric
@attribute MAX_LOC_ADDED numeric
@attribute AVERAGE_CHURN numeric
@attribute MAX_CHURN numeric
@attribute NR numeric
@attribute N_AUTH numeric
@attribute N_FIX numeric
@attribute Buggy {true,false}
@data
168,0,0,0,0,0,0,0,0,0,false
268,0,0,0,0,0,0,0,0,0,false
374,0,0,0,0,0,0,0,0,0,true
145,0,0,0,0,0,0,0,0,0,false
85,0,0,0,0,0,0,0,0,0,false
64,0,0,0,0,0,0,0,0,0,false
36,0,0,0,0,0,0,0,0,0,false
36,0,0,0,0,0,0,0,0,0,false
36,0,0,0,0,0,0,0,0,0,false
26,0,0,0,0,0,0,0,0,0,false
491,0,0,0,0,0,0,0,0,0,false
354,0,0,0,0,0,0,0,0,0,true
196,0,0,0,0,0,0,0,0,0,false
24,0,0,0,0,0,0,0,0,0,false
27,0,0,0,0,0,0,0,0,0,false
69,0,0,0,0,0,0,0,0,0,false
56,0,0,0,0,0,0,0,0,0,false
26,0,0,0,0,0,0,0,0,0,false
187,0,0,0,0,0,0,0,0,0,false
983,0,0,0,0,0,0,0,0,0,false
252,0,0,0,0,0,0,0,0,0,false
620,0,0,0,0,0,0,0,0,0,false
37,0,0,0,0,0,0,0,0,0,false
35,0,0,0,0,0,0,0,0,0,false
286,0,0,0,0,0,0,0,0,0,false
232,0,0,0,0,0,0,0,0,0,false
203,0,0,0,0,0,0,0,0,0,false
270,0,0,0,0,0,0,0,0,0,false
425,0,0,0,0,0,0,0,0,0,false
244,0,0,0,0,0,0,0,0,0,false
74,0,0,0,0,0,0,0,0,0,false
69,0,0,0,0,0,0,0,0,0,false
228,0,0,0,0,0,0,0,0,0,true
231,0,0,0,0,0,0,0,0,0,false
202,0,0,0,0,0,0,0,0,0,false
99,0,0,0,0,0,0,0,0,0,false
191,0,0,0,0,0,0,0,0,0,false
447,0,0,0,0,0,0,0,0,0,true
95,0,0,0,0,0,0,0,0,0,false
549,0,0,0,0,0,0,0,0,0,false
136,0,0,0,0,0,0,0,0,0,false
40,0,0,0,0,0,0,0,0,0,false
86,0,0,0,0,0,0,0,0,0,false
90,0,0,0,0,0,0,0,0,0,false
79,0,0,0,0,0,0,0,0,0,false
85,0,0,0,0,0,0,0,0,0,false
59,0,0,0,0,0,0,0,0,0,false
112,0,0,0,0,0,0,0,0,0,false
52,0,0,0,0,0,0,0,0,0,false
157,0,0,0,0,0,0,0,0,0,false
74,0,0,0,0,0,0,0,0,0,false
230,0,0,0,0,0,0,0,0,0,false
206,0,0,0,0,0,0,0,0,0,false
55,0,0,0,0,0,0,0,0,0,false
29,0,0,0,0,0,0,0,0,0,false
111,0,0,0,0,0,0,0,0,0,false
98,0,0,0,0,0,0,0,0,0,false
43,0,0,0,0,0,0,0,0,0,false
54,0,0,0,0,0,0,0,0,0,false
205,0,0,0,0,0,0,0,0,0,false
121,0,0,0,0,0,0,0,0,0,false
107,0,0,0,0,0,0,0,0,0,false
74,0,0,0,0,0,0,0,0,0,false
76,0,0,0,0,0,0,0,0,0,false
33,0,0,0,0,0,0,0,0,0,false
426,6,6,0,0,0,0,1,1,1,true
146,0,0,0,0,0,0,0,0,0,false
125,0,0,0,0,0,0,0,0,0,false
75,0,0,0,0,0,0,0,0,0,false
47,0,0,0,0,0,0,0,0,0,false
34,0,0,0,0,0,0,0,0,0,false
39,0,0,0,0,0,0,0,0,0,false
36,0,0,0,0,0,0,0,0,0,false
79,0,0,0,0,0,0,0,0,0,false
28,0,0,0,0,0,0,0,0,0,false
422,0,0,0,0,0,0,0,0,0,false
212,0,0,0,0,0,0,0,0,0,false
88,0,0,0,0,0,0,0,0,0,false
57,0,0,0,0,0,0,0,0,0,false
43,0,0,0,0,0,0,0,0,0,false
27,0,0,0,0,0,0,0,0,0,false
25,0,0,0,0,0,0,0,0,0,false
53,0,0,0,0,0,0,0,0,0,false
108,0,0,0,0,0,0,0,0,0,false
102,0,0,0,0,0,0,0,0,0,false
85,0,0,0,0,0,0,0,0,0,false
54,0,0,0,0,0,0,0,0,0,false
78,0,0,0,0,0,0,0,0,0,false
98,0,0,0,0,0,0,0,0,0,false
78,0,0,0,0,0,0,0,0,0,false
77,0,0,0,0,0,0,0,0,0,false
97,0,0,0,0,0,0,0,0,0,false
176,0,0,0,0,0,0,0,0,0,false
123,0,0,0,0,0,0,0,0,0,false
51,0,0,0,0,0,0,0,0,0,false
71,0,0,0,0,0,0,0,0,0,false
94,0,0,0,0,0,0,0,0,0,false
32,0,0,0,0,0,0,0,0,0,false
51,0,0,0,0,0,0,0,0,0,false
47,0,0,0,0,0,0,0,0,0,false
85,0,0,0,0,0,0,0,0,0,false
177,0,0,0,0,0,0,0,0,0,false
141,0,0,0,0,0,0,0,0,0,false
25,25,25,0,0,0,0,1,1,1,false
115,0,0,0,0,0,0,0,0,0,false
240,0,0,0,0,0,0,0,0,0,false
240,0,0,0,0,0,0,0,0,0,false
154,0,0,0,0,0,0,0,0,0,false
64,0,0,0,0,0,0,0,0,0,false
75,0,0,0,0,0,0,0,0,0,false
185,0,0,0,0,0,0,0,0,0,false
39,0,0,0,0,0,0,0,0,0,false
91,0,0,0,0,0,0,0,0,0,false
42,0,0,0,0,0,0,0,0,0,false
195,0,0,0,0,0,0,0,0,0,false
42,0,0,0,0,0,0,0,0,0,false
40,0,0,0,0,0,0,0,0,0,false
42,0,0,0,0,0,0,0,0,0,false
126,3,3,0,0,0,0,1,1,1,false
45,0,0,0,0,0,0,0,0,0,false
181,0,0,0,0,0,0,0,0,0,false
46,0,0,0,0,0,0,0,0,0,false
504,27,27,0,0,0,0,1,1,1,true
616,0,0,0,0,0,0,0,0,0,false
58,0,0,0,0,0,0,0,0,0,false
157,0,0,0,0,0,0,0,0,0,false
72,0,0,0,0,0,0,0,0,0,false
52,0,0,0,0,0,0,0,0,0,false
574,0,0,0,0,0,0,0,0,0,false
402,0,0,0,0,0,0,0,0,0,false
475,0,0,0,0,0,0,0,0,0,false
160,0,0,0,0,0,0,0,0,0,false
55,0,0,0,0,0,0,0,0,0,false
211,0,0,0,0,0,0,0,0,0,true
170,0,0,0,0,0,0,0,0,0,true
852,0,0,0,0,0,0,0,0,0,false
93,0,0,0,0,0,0,0,0,0,false
64,0,0,0,0,0,0,0,0,0,false
35,0,0,0,0,0,0,0,0,0,false
103,0,0,0,0,0,0,0,0,0,false
94,0,0,0,0,0,0,0,0,0,false
180,0,0,0,0,0,0,0,0,0,false
80,0,0,0,0,0,0,0,0,0,false
241,0,0,0,0,0,0,0,0,0,false
41,0,0,0,0,0,0,0,0,0,false
205,0,0,0,0,0,0,0,0,0,false
66,0,0,0,0,0,0,0,0,0,false
35,0,0,0,0,0,0,0,0,0,false
58,0,0,0,0,0,0,0,0,0,false
32,0,0,0,0,0,0,0,0,0,false
28,0,0,0,0,0,0,0,0,0,false
28,0,0,0,0,0,0,0,0,0,false
387,0,0,0,0,0,0,0,0,0,false
1087,0,0,0,0,0,0,0,0,0,true
25,0,0,0,0,0,0,0,0,0,false
50,0,0,0,0,0,0,0,0,0,false
76,0,0,0,0,0,0,0,0,0,false
38,0,0,0,0,0,0,0,0,0,false
168,0,0,0,0,0,0,0,0,0,true
268,0,0,0,0,0,0,0,0,0,true
371,-1,3,0,0,0,0,1,1,0,true
145,0,0,0,0,0,0,0,0,0,true
85,0,0,0,0,0,0,0,0,0,false
64,0,0,0,0,0,0,0,0,0,false
36,0,0,0,0,0,0,0,0,0,false
36,0,0,0,0,0,0,0,0,0,false
36,0,0,0,0,0,0,0,0,0,false
26,0,0,0,0,0,0,0,0,0,false
491,0,0,0,0,0,0,0,0,0,true
357,3,3,0,0,0,0,1,1,0,true
196,0,0,0,0,0,0,0,0,0,false
24,0,0,0,0,0,0,0,0,0,false
27,0,0,0,0,0,0,0,0,0,false
69,0,0,0,0,0,0,0,0,0,true
56,0,0,0,0,0,0,0,0,0,false
26,0,0,0,0,0,0,0,0,0,false
187,0,0,0,0,0,0,0,0,0,false
983,0,0,0,0,0,0,0,0,0,false
252,0,0,0,0,0,0,0,0,0,false
620,0,0,0,0,0,0,0,0,0,false
37,0,0,0,0,0,0,0,0,0,false
35,0,0,0,0,0,0,0,0,0,false
286,0,0,0,0,0,0,0,0,0,false
232,0,0,0,0,0,0,0,0,0,false
203,0,0,0,0,0,0,0,0,0,false
270,0,0,0,0,0,0,0,0,0,false
425,0,0,0,0,0,0,0,0,0,false
244,0,0,0,0,0,0,0,0,0,false
74,0,0,0,0,0,0,0,0,0,false
69,0,0,0,0,0,0,0,0,0,false
247,19,19,0,0,0,0,1,1,0,false
231,0,0,0,0,0,0,0,0,0,false
202,0,0,0,0,0,0,0,0,0,false
99,0,0,0,0,0,0,0,0,0,false
191,0,0,0,0,0,0,0,0,0,false
447,0,0,0,0,0,0,0,0,0,true
95,0,0,0,0,0,0,0,0,0,false
549,0,0,0,0,0,0,0,0,0,false
136,0,0,0,0,0,0,0,0,0,false
40,0,0,0,0,0,0,0,0,0,false
86,0,0,0,0,0,0,0,0,0,false
90,0,0,0,0,0,0,0,0,0,false
79,0,0,0,0,0,0,0,0,0,false
85,0,0,0,0,0,0,0,0,0,false
59,0,0,0,0,0,0,0,0,0,false
112,0,0,0,0,0,0,0,0,0,false
52,0,0,0,0,0,0,0,0,0,false
157,0,0,0,0,0,0,0,0,0,true
74,0,0,0,0,0,0,0,0,0,false
230,0,0,0,0,0,0,0,0,0,true
206,0,0,0,0,0,0,0,0,0,true
55,0,0,0,0,0,0,0,0,0,false
29,0,0,0,0,0,0,0,0,0,false
111,0,0,0,0,0,0,0,0,0,false
98,0,0,0,0,0,0,0,0,0,false
43,0,0,0,0,0,0,0,0,0,false
54,0,0,0,0,0,0,0,0,0,false
205,0,0,0,0,0,0,0,0,0,false
121,0,0,0,0,0,0,0,0,0,false
107,0,0,0,0,0,0,0,0,0,false
74,0,0,0,0,0,0,0,0,0,false
76,0,0,0,0,0,0,0,0,0,false
33,0,0,0,0,0,0,0,0,0,false
430,4,4,0,0,0,0,1,1,0,true
146,0,0,0,0,0,0,0,0,0,true
125,0,0,0,0,0,0,0,0,0,true
75,0,0,0,0,0,0,0,0,0,false
47,0,0,0,0,0,0,0,0,0,true
34,0,0,0,0,0,0,0,0,0,false
39,0,0,0,0,0,0,0,0,0,false
36,0,0,0,0,0,0,0,0,0,false
79,0,0,0,0,0,0,0,0,0,false
28,0,0,0,0,0,0,0,0,0,false
422,0,0,0,0,0,0,0,0,0,true
212,0,0,0,0,0,0,0,0,0,false
88,0,0,0,0,0,0,0,0,0,false
57,0,0,0,0,0,0,0,0,0,false
43,0,0,0,0,0,0,0,0,0,false
27,0,0,0,0,0,0,0,0,0,false
25,0,0,0,0,0,0,0,0,0,false
53,0,0,0,0,0,0,0,0,0,false
108,0,0,0,0,0,0,0,0,0,true
102,0,0,0,0,0,0,0,0,0,false
85,0,0,0,0,0,0,0,0,0,false
54,0,0,0,0,0,0,0,0,0,false
78,0,0,0,0,0,0,0,0,0,false
98,0,0,0,0,0,0,0,0,0,false
78,0,0,0,0,0,0,0,0,0,false
77,0,0,0,0,0,0,0,0,0,true
97,0,0,0,0,0,0,0,0,0,false
176,0,0,0,0,0,0,0,0,0,false
123,0,0,0,0,0,0,0,0,0,false
51,0,0,0,0,0,0,0,0,0,false
71,0,0,0,0,0,0,0,0,0,false
94,0,0,0,0,0,0,0,0,0,false
32,0,0,0,0,0,0,0,0,0,false
51,0,0,0,0,0,0,0,0,0,false
47,0,0,0,0,0,0,0,0,0,false
85,0,0,0,0,0,0,0,0,0,false
177,0,0,0,0,0,0,0,0,0,true
141,0,0,0,0,0,0,0,0,0,false
25,0,0,0,0,0,0,0,0,0,false
115,0,0,0,0,0,0,0,0,0,false
240,0,0,0,0,0,0,0,0,0,false
240,0,0,0,0,0,0,0,0,0,true
154,0,0,0,0,0,0,0,0,0,true
64,0,0,0,0,0,0,0,0,0,false
75,0,0,0,0,0,0,0,0,0,false
185,0,0,0,0,0,0,0,0,0,false
39,0,0,0,0,0,0,0,0,0,false
91,0,0,0,0,0,0,0,0,0,false
42,0,0,0,0,0,0,0,0,0,false
195,0,0,0,0,0,0,0,0,0,true
42,0,0,0,0,0,0,0,0,0,false
40,0,0,0,0,0,0,0,0,0,false
42,0,0,0,0,0,0,0,0,0,false
126,0,0,0,0,0,0,0,0,0,true
45,0,0,0,0,0,0,0,0,0,false
181,0,0,0,0,0,0,0,0,0,true
46,0,0,0,0,0,0,0,0,0,false
515,11,11,0,0,0,0,1,1,0,true
616,0,0,0,0,0,0,0,0,0,true
58,0,0,0,0,0,0,0,0,0,false
157,0,0,0,0,0,0,0,0,0,false
72,0,0,0,0,0,0,0,0,0,false
52,0,0,0,0,0,0,0,0,0,false
574,0,0,0,0,0,0,0,0,0,false
402,0,0,0,0,0,0,0,0,0,false
475,0,0,0,0,0,0,0,0,0,false
160,0,0,0,0,0,0,0,0,0,false
55,0,0,0,0,0,0,0,0,0,false
211,0,0,0,0,0,0,0,0,0,true
180,10,10,0,0,0,0,1,1,0,true
852,0,0,0,0,0,0,0,0,0,false
93,0,0,0,0,0,0,0,0,0,false
64,0,0,0,0,0,0,0,0,0,false
35,0,0,0,0,0,0,0,0,0,false
103,0,0,0,0,0,0,0,0,0,false
94,0,0,0,0,0,0,0,0,0,false
180,0,0,0,0,0,0,0,0,0,false
80,0,0,0,0,0,0,0,0,0,false
241,0,0,0,0,0,0,0,0,0,true
41,0,0,0,0,0,0,0,0,0,false
205,0,0,0,0,0,0,0,0,0,false
66,0,0,0,0,0,0,0,0,0,true
35,0,0,0,0,0,0,0,0,0,false
58,0,0,0,0,0,0,0,0,0,false
32,0,0,0,0,0,0,0,0,0,false
28,0,0,0,0,0,0,0,0,0,false
28,0,0,0,0,0,0,0,0,0,false
449,72,88,0,0,0,0,1,1,0,false
1311,236,262,2,3,-127,-2,4,1,2,false
25,0,0,0,0,0,0,0,0,0,false
50,0,0,0,0,0,0,0,0,0,false
76,0,0,0,0,0,0,0,0,0,false
38,0,0,0,0,0,0,0,0,0,false
175,7,7,0,0,0,0,1,1,0,false
326,70,58,6,6,-39,-39,2,1,1,false
370,17,7,13,13,7,13,3,2,1,false
145,0,76,0,0,0,0,1,1,1,false
85,0,0,0,0,0,0,0,0,0,false
64,0,0,0,0,0,0,0,0,0,false
36,0,0,0,0,0,0,0,0,0,false
36,0,0,0,0,0,0,0,0,0,false
32,-4,14,9,9,7,7,2,1,0,false
26,0,0,0,0,0,0,0,0,0,false
527,38,36,0,1,-11,-2,5,1,1,true
395,40,42,2,3,-6,40,7,2,0,false
213,17,19,1,1,1,3,3,1,0,false
24,24,24,0,0,0,0,1,1,0,false
24,0,0,0,0,0,0,0,0,0,false
27,0,0,0,0,0,0,0,0,0,false
73,4,4,1,1,1,1,2,1,1,false
56,0,0,0,0,0,0,0,0,0,false
30,4,4,0,0,0,0,1,1,0,false
294,107,107,0,0,0,0,1,1,0,false
983,0,0,0,0,0,0,0,0,0,false
252,0,0,0,0,0,0,0,0,0,false
620,0,0,0,0,0,0,0,0,0,false
37,0,0,0,0,0,0,1,1,0,false
35,0,0,0,0,0,0,0,0,0,false
286,0,0,0,0,0,0,0,0,0,false
232,0,0,0,0,0,0,0,0,0,false
203,0,0,0,0,0,0,0,0,0,false
270,0,0,0,0,0,0,0,0,0,false
425,0,0,0,0,0,0,0,0,0,false
244,0,0,0,0,0,0,0,0,0,false
74,0,0,0,0,0,0,0,0,0,false
69,0,0,0,0,0,0,0,0,0,false
247,0,0,0,0,0,0,1,1,0,false
237,6,6,0,0,0,0,1,1,0,false
202,0,0,0,0,0,0,0,0,0,false
99,0,0,0,0,0,0,0,0,0,false
191,0,0,0,0,0,0,0,0,0,false
464,17,19,0,0,-18,-18,2,2,1,false
95,0,0,0,0,0,0,0,0,0,false
549,0,0,0,0,0,0,0,0,0,false
136,0,0,0,0,0,0,0,0,0,false
40,0,0,0,0,0,0,0,0,0,false
86,0,0,0,0,0,0,0,0,0,false
105,18,18,0,0,-16,-16,2,1,0,false
79,2,0,0,0,0,0,1,1,0,false
85,0,0,0,0,0,0,0,0,0,false
72,13,23,0,0,0,0,1,1,0,false
105,-7,19,0,0,0,0,1,1,0,false
52,0,0,0,0,0,0,0,0,0,false
151,151,151,21,22,-1,-1,3,1,1,false
264,264,264,0,0,0,0,1,1,0,false
183,183,183,0,0,-18,-18,2,1,0,false
195,40,38,0,1,0,1,3,1,1,false
76,2,2,0,0,0,0,1,1,0,false
250,20,28,2,5,0,1,5,2,1,false
237,35,37,2,9,4,18,5,1,2,false
55,0,0,0,0,0,0,0,0,0,false
35,6,6,0,0,0,0,1,1,0,false
110,1,-1,1,1,1,1,2,1,0,false
114,16,16,0,0,-1,-1,2,1,0,false
71,28,28,0,0,0,0,1,1,0,false
54,0,0,0,0,0,0,0,0,0,false
267,64,62,0,0,0,0,1,1,0,false
55,55,55,0,0,0,0,1,1,0,false
46,46,46,0,0,-18,-18,2,1,0,false
226,105,105,0,0,5,5,3,2,0,false
54,54,54,0,0,0,0,1,1,0,false
266,159,181,2,5,20,35,3,2,0,false
74,0,0,0,0,0,0,0,0,0,false
359,359,359,0,0,0,0,1,1,0,false
78,78,78,1,1,-10,-10,2,1,0,false
181,181,181,1,2,-15,-4,3,2,1,false
57,57,57,0,0,-11,-11,2,1,0,false
50,50,50,0,0,0,0,1,1,0,false
243,243,243,2,2,2,2,3,2,0,false
253,253,253,4,4,-14,-14,2,1,0,false
306,306,306,3,3,7,7,2,1,0,false
139,139,139,4,4,-45,-45,2,1,0,false
344,344,344,10,16,-7,15,5,2,0,false
58,58,58,0,0,-8,-3,3,1,0,false
222,222,222,9,14,-36,-22,4,1,0,false
28,28,28,0,0,0,0,1,1,0,false
55,56,56,0,0,0,0,1,1,0,false
149,149,149,19,37,5,41,4,1,0,false
25,25,25,0,0,0,0,1,1,0,false
50,50,50,10,11,10,11,3,1,0,false
41,41,41,25,25,25,25,2,1,0,false
101,101,101,4,6,-5,0,4,1,0,false
81,82,82,6,6,6,6,2,1,0,false
51,51,51,28,28,35,35,2,1,0,false
135,135,135,0,0,0,0,1,1,0,false
117,117,117,0,0,-19,-19,2,1,0,false
25,25,25,0,0,0,0,1,1,0,false
54,54,54,0,0,0,0,2,1,0,false
60,60,60,0,0,0,0,1,1,0,false
62,62,62,0,0,0,0,1,1,0,false
83,83,83,0,0,0,0,1,1,0,false
60,60,60,0,0,0,0,1,1,0,false
63,63,63,0,0,0,0,1,1,0,false
452,452,452,1,1,1,1,2,1,0,false
42,42,42,0,0,0,0,1,1,0,false
57,58,58,0,0,0,0,1,1,0,false
156,156,156,0,0,2,2,2,1,0,false
61,61,61,0,0,0,0,1,1,0,false
91,91,91,0,0,0,0,1,1,0,false
93,93,93,0,0,0,0,1,1,0,false
80,80,80,0,0,0,0,1,1,0,false
101,101,101,2,2,2,2,2,1,0,false
59,59,59,0,0,0,0,1,1,0,false
84,84,84,0,0,0,0,1,1,0,false
82,82,82,0,0,0,0,1,1,0,false
132,132,132,0,0,-1,-1,2,1,0,false
76,0,0,0,0,0,0,0,0,0,false
33,0,0,0,0,0,0,0,0,0,false
430,10,0,1,5,0,4,4,1,2,false
153,7,7,0,0,1,1,2,1,1,false
122,9,-3,0,0,-3,-3,2,1,1,false
75,0,0,0,0,0,0,0,0,0,false
60,12,12,1,1,1,1,2,1,1,false
34,0,0,0,0,0,0,0,0,0,false
39,0,0,0,0,0,0,0,0,0,false
36,0,0,0,0,0,0,0,0,0,false
79,0,0,0,0,0,0,0,0,0,false
28,0,0,0,0,0,0,0,0,0,false
438,16,16,0,0,3,5,6,1,1,false
194,12,0,8,23,8,24,4,1,0,false
99,11,27,0,0,-6,-6,2,1,0,false
55,8,-2,0,0,0,0,1,1,0,false
43,0,0,0,0,0,0,0,0,0,false
27,0,0,0,0,0,0,0,0,0,false
25,0,0,0,0,0,0,0,0,0,false
53,0,0,0,0,0,0,0,0,0,false
108,2,0,0,0,0,0,1,1,1,false
103,1,1,0,0,0,0,1,1,0,false
85,0,0,0,0,0,0,0,0,0,false
54,0,0,0,0,0,0,0,0,0,false
78,0,0,0,0,0,0,0,0,0,false
98,0,0,0,0,0,0,0,0,0,false
99,99,99,0,0,0,0,1,1,0,false
79,79,79,3,3,3,3,2,1,0,false
78,1,1,0,0,0,0,1,1,1,false
101,4,4,0,1,-1,0,3,1,0,false
177,1,1,0,0,0,0,1,1,0,false
123,0,0,0,0,0,0,0,0,0,false
88,88,88,0,0,0,0,1,1,0,false
51,0,0,0,0,0,0,0,0,0,false
119,48,48,0,0,0,0,1,1,0,false
124,32,30,1,1,-22,-22,2,1,0,false
169,169,169,0,0,0,0,1,1,0,false
21,21,21,0,0,0,0,1,1,1,false
32,0,0,0,0,0,0,0,0,0,false
51,0,0,0,0,0,0,0,0,0,false
47,0,0,0,0,0,0,0,0,0,false
85,0,0,0,0,0,0,0,0,0,false
187,14,10,3,3,3,3,3,1,1,false
141,0,0,0,0,0,0,1,1,0,false
25,0,0,0,0,0,0,0,0,0,false
117,2,2,0,0,-1,-1,2,1,0,false
257,17,17,0,0,0,0,1,1,0,false
269,29,29,0,0,0,0,1,1,0,false
176,22,84,0,0,0,0,1,1,1,false
64,0,0,0,0,0,0,0,0,0,false
75,0,0,0,0,0,0,0,0,0,false
185,0,0,0,0,0,0,0,0,0,false
41,2,2,0,0,-1,-1,2,1,0,false
93,2,2,0,0,-1,-1,2,1,0,false
44,2,2,0,0,-1,-1,2,1,0,false
216,21,21,0,0,-13,0,4,1,1,false
44,2,2,0,0,-1,-1,2,1,0,false
42,2,2,0,0,-1,-1,2,1,0,false
87,45,45,0,0,0,0,1,1,0,false
145,19,19,0,0,-17,-17,3,1,1,false
47,2,2,0,0,-1,-1,2,1,0,false
217,40,36,0,0,-10,2,4,1,1,false
47,3,1,0,0,-1,-1,2,1,0,false
554,39,39,0,0,-34,-29,3,1,2,false
711,97,95,1,1,-46,3,8,1,1,false
58,0,0,0,0,0,0,0,0,0,false
87,15,15,0,0,0,0,1,1,0,true
52,0,0,0,0,0,0,0,0,0,false
157,157,157,0,0,0,0,2,1,0,false
655,85,95,0,0,0,0,1,1,0,false
402,0,0,0,0,0,0,0,0,0,false
475,0,0,0,0,0,0,0,0,0,false
160,0,0,0,0,0,0,0,0,0,false
55,0,0,0,0,0,0,0,0,0,false
211,0,0,0,0,0,0,1,1,1,false
193,13,13,0,0,-13,-13,2,1,1,false
852,0,0,0,0,0,0,0,0,0,false
93,0,0,0,0,0,0,0,0,0,false
64,0,0,0,0,0,0,0,0,0,false
76,76,76,0,1,-17,-17,5,1,1,false
35,0,0,0,0,0,0,0,0,0,false
105,2,2,0,0,0,0,1,1,0,false
142,48,48,0,0,0,0,1,1,0,false
218,46,38,3,4,6,9,4,2,0,false
80,0,0,0,0,0,0,0,0,0,false
434,434,434,5,10,12,25,3,1,0,false
259,259,259,0,0,-14,-14,2,1,0,false
183,183,183,0,0,0,0,1,1,0,false
228,228,228,0,0,-7,-7,3,2,1,false
279,279,279,0,0,0,0,1,1,0,false
32,32,32,0,0,0,0,1,1,0,false
116,116,116,0,0,-18,-18,2,2,0,false
46,46,46,0,0,-17,-17,2,2,0,false
144,144,144,0,0,0,0,1,1,0,false
144,144,144,0,0,-54,-53,3,1,0,false
136,136,136,0,0,-20,0,5,1,0,false
204,204,204,0,0,0,0,2,1,0,false
90,90,90,1,1,0,1,3,1,0,false
57,57,57,4,4,6,6,2,1,0,false
276,35,35,0,0,0,0,2,1,1,false
79,38,38,0,0,0,0,1,1,0,false
205,0,0,0,0,0,0,0,0,0,false
67,1,1,0,0,0,0,1,1,1,false
35,0,0,0,0,0,0,0,0,0,false
58,0,0,0,0,0,0,0,0,0,false
32,0,0,0,0,0,0,0,0,0,false
28,0,0,0,0,0,0,0,0,0,false
28,0,0,0,0,0,0,0,0,0,false
449,0,0,0,0,0,0,0,0,0,false
1324,13,13,0,0,0,0,1,1,0,true
25,0,0,0,0,0,0,0,0,0,false
50,0,0,0,0,0,0,0,0,0,false
76,0,0,0,0,0,0,0,0,0,false
38,0,0,0,0,0,0,0,0,0,false
178,3,3,0,0,0,0,1,1,0,false
326,0,0,0,0,0,0,0,0,0,false
370,0,0,0,0,0,0,0,0,0,true
145,0,0,0,0,0,0,0,0,0,false
49,49,49,0,0,0,0,1,1,0,false
85,0,0,0,0,0,0,0,0,0,false
64,0,0,0,0,0,0,0,0,0,false
36,0,0,0,0,0,0,0,0,0,false
36,0,0,0,0,0,0,0,0,0,false
32,0,0,0,0,0,0,0,0,0,false
26,0,0,0,0,0,0,0,0,0,false
543,24,16,0,0,0,0,1,1,0,true
395,0,0,0,0,0,0,0,0,0,false
209,0,0,0,0,0,0,1,1,0,false
24,0,0,0,0,0,0,0,0,0,false
24,0,0,0,0,0,0,0,0,0,false
27,0,0,0,0,0,0,0,0,0,false
73,0,0,0,0,0,0,0,0,0,false
56,0,0,0,0,0,0,0,0,0,false
30,0,0,0,0,0,0,0,0,0,false
294,0,0,0,0,0,0,0,0,0,false
983,0,0,0,0,0,0,0,0,0,false
262,10,12,0,0,0,0,1,1,0,false
626,6,6,0,0,0,0,1,1,0,false
37,0,0,0,0,0,0,0,0,0,false
35,0,0,0,0,0,0,0,0,0,false
286,0,0,0,0,0,0,0,0,0,false
232,0,0,0,0,0,0,0,0,0,false
203,0,0,0,0,0,0,0,0,0,true
286,16,16,0,0,0,0,1,1,0,false
425,0,0,0,0,0,0,0,0,0,false
249,5,5,0,0,0,0,1,1,0,false
74,0,0,0,0,0,0,0,0,0,false
69,0,0,0,0,0,0,0,0,0,false
247,0,0,0,0,0,0,0,0,0,false
237,0,0,0,0,0,0,0,0,0,false
214,12,12,0,0,0,0,1,1,0,false
99,0,0,0,0,0,0,0,0,0,false
191,0,0,0,0,0,0,0,0,0,false
464,0,0,0,0,0,0,0,0,0,false
95,0,0,0,0,0,0,0,0,0,false
549,0,0,0,0,0,0,0,0,0,false
136,0,0,0,0,0,0,0,0,0,false
40,0,0,0,0,0,0,0,0,0,false
86,0,0,0,0,0,0,0,0,0,false
105,0,0,0,0,0,0,0,0,0,false
79,0,0,0,0,0,0,0,0,0,false
85,0,0,0,0,0,0,0,0,0,false
72,0,0,0,0,0,0,0,0,0,false
105,0,0,0,0,0,0,0,0,0,false
52,0,0,0,0,0,0,0,0,0,false
151,0,0,0,0,0,0,0,0,0,false
264,0,0,0,0,0,0,0,0,0,false
183,0,0,0,0,0,0,0,0,0,false
195,0,0,0,0,0,0,0,0,0,false
76,0,0,0,0,0,0,0,0,0,false
250,0,0,0,0,0,0,0,0,0,false
237,0,0,0,0,0,0,0,0,0,false
55,0,0,0,0,0,0,0,0,0,false
102,102,102,0,0,0,0,1,1,0,false
389,389,389,0,0,0,0,1,1,0,false
35,0,0,0,0,0,0,0,0,0,false
130,28,24,0,0,0,0,1,1,0,true
114,0,0,0,0,0,0,0,0,0,true
71,0,0,0,0,0,0,0,0,0,false
54,0,0,0,0,0,0,0,0,0,false
267,0,0,0,0,0,0,0,0,0,false
55,0,0,0,0,0,0,0,0,0,false
46,0,0,0,0,0,0,0,0,0,false
226,0,0,0,0,0,0,0,0,0,false
54,0,0,0,0,0,0,0,0,0,false
266,0,0,0,0,0,0,0,0,0,false
74,0,0,0,0,0,0,0,0,0,false
359,0,0,0,0,0,0,0,0,0,false
78,0,0,0,0,0,0,0,0,0,false
181,0,0,0,0,0,0,0,0,0,false
57,0,0,0,0,0,0,0,0,0,false
50,0,0,0,0,0,0,0,0,0,false
243,0,0,0,0,0,0,0,0,0,false
253,0,0,0,0,0,0,0,0,0,false
306,0,0,0,0,0,0,0,0,0,false
